chamber,session,roll call,member,vote
House,1,76,H001066,Yes
House,1,76,H001085,Yes
House,1,76,H000874,Yes
House,1,76,H001067,Yes
House,1,76,H001068,Yes
House,1,76,H001058,Not Voting
House,1,76,H001048,Yes
House,1,76,H001073,Yes
House,1,76,J000032,Yes
House,1,76,J000298,Yes
House,1,76,J000294,Yes
House,1,76,J000288,Yes
House,1,76,J000299,Not Voting
House,1,76,J000292,Yes
House,1,76,J000301,Yes
House,1,76,J000126,Yes
House,1,76,J000289,Yes
House,1,76,J000295,Yes
House,1,76,J000302,Yes
House,1,76,K000009,Not Voting
House,1,76,K000386,Yes
House,1,76,K000375,Yes
House,1,76,K000385,Yes
House,1,76,K000388,Yes
House,1,76,K000376,Yes
House,1,76,K000379,Yes
House,1,76,K000389,Yes
House,1,76,K000380,Yes
House,1,76,K000381,Yes
House,1,76,K000394,Yes
House,1,76,K000188,Not Voting
House,1,76,K000362,Yes
House,1,76,K000210,Yes
House,1,76,K000378,Not Voting
House,1,76,K000368,Yes
House,1,76,K000391,Yes
House,1,76,K000382,Yes
House,1,76,K000392,Yes
House,1,76,L000585,Yes
House,1,76,L000578,Yes
House,1,76,L000588,Yes
House,1,76,L000564,Yes
House,1,76,L000559,Yes
House,1,76,L000560,Yes
House,1,76,L000557,Yes
House,1,76,L000566,Yes
House,1,76,L000581,Not Voting
House,1,76,L000586,Yes
House,1,76,L000551,Yes
House,1,76,L000590,Yes
House,1,76,L000589,Yes
House,1,76,L000593,Yes
House,1,76,L000592,Yes
House,1,76,L000287,Yes
House,1,76,L000582,Yes
House,1,76,L000563,Not Voting
House,1,76,L000565,Not Voting
House,1,76,L000397,Not Voting
House,1,76,L000576,Yes
House,1,76,L000583,Not Voting
House,1,76,L000579,Yes
House,1,76,L000480,Yes
House,1,76,L000491,Yes
House,1,76,L000569,Yes
House,1,76,L000570,Yes
House,1,76,L000591,Yes
House,1,76,L000562,Yes
House,1,76,M001203,Yes
House,1,76,M000087,Yes
House,1,76,M001185,Yes
House,1,76,M001158,Not Voting
House,1,76,M001198,Yes
House,1,76,M001184,Yes
House,1,76,M001199,Yes
House,1,76,M001163,Yes
House,1,76,M001209,Yes
House,1,76,M001208,Yes
House,1,76,M001165,Yes
House,1,76,M001157,Yes
House,1,76,M001177,Yes
House,1,76,M001143,Yes
House,1,76,M001200,Yes
House,1,76,M000312,Yes
House,1,76,M001156,Yes
House,1,76,M001180,Yes
House,1,76,M001166,Yes
House,1,76,M001187,Yes
House,1,76,M001137,Not Voting
House,1,76,M001188,Not Voting
House,1,76,M001204,Yes
House,1,76,M001205,Yes
House,1,76,M001201,Yes
House,1,76,M001194,Yes
House,1,76,M001195,Yes
House,1,76,M001160,Yes
House,1,76,M001206,Yes
House,1,76,M001196,Yes
House,1,76,M001207,Yes
House,1,76,M001190,Yes
House,1,76,M001202,Yes
House,1,76,N000002,Yes
House,1,76,N000179,Yes
House,1,76,N000015,Yes
House,1,76,N000191,Yes
House,1,76,N000189,Yes
House,1,76,N000188,Yes
House,1,76,N000190,Yes
House,1,76,N000181,Yes
House,1,76,O000171,Yes
House,1,76,O000172,Yes
House,1,76,O000168,Not Voting
House,1,76,O000173,Yes
House,1,76,P000601,Yes
House,1,76,P000034,Yes
House,1,76,P000609,Yes
House,1,76,P000613,Yes
House,1,76,P000614,Yes
House,1,76,P000096,Yes
House,1,76,P000604,Yes
House,1,76,P000615,Yes
House,1,76,P000593,Yes
House,1,76,P000605,Yes
House,1,76,P000608,Yes
House,1,76,P000258,Yes
House,1,76,P000616,Yes
House,1,76,P000597,Yes
House,1,76,P000607,Yes
House,1,76,P000618,Yes
House,1,76,P000599,Yes
House,1,76,P000617,Yes
House,1,76,P000523,Yes
House,1,76,Q000023,Not Voting
House,1,76,R000606,Yes
House,1,76,R000601,Not Voting
House,1,76,R000585,Yes
House,1,76,R000610,Yes
House,1,76,R000602,Yes
House,1,76,R000597,Yes
House,1,76,R000588,Not Voting
House,1,76,R000611,Yes
House,1,76,R000591,Yes
House,1,76,M001159,Yes
House,1,76,R000582,Yes
House,1,76,R000575,Yes
House,1,76,R000395,Yes
House,1,76,R000607,Yes
House,1,76,R000613,Yes
House,1,76,R000612,Yes
House,1,76,R000616,Yes
House,1,76,R000603,Yes
House,1,76,R000614,Yes
House,1,76,R000486,Yes
House,1,76,R000599,Yes
House,1,76,R000576,Yes
House,1,76,R000515,Not Voting
House,1,76,R000609,Yes
House,1,76,R000577,Not Voting
House,1,76,S001156,Yes
House,1,76,S001168,Yes
House,1,76,S001176,Yes
House,1,76,S001205,Yes
House,1,76,S001145,Yes
House,1,76,S001150,Yes
House,1,76,S001190,Yes
House,1,76,S001180,Yes
House,1,76,S001216,Yes
House,1,76,S001183,Yes
House,1,76,S000185,Yes
House,1,76,S001189,Yes
House,1,76,S001157,Yes
House,1,76,S000244,Yes
House,1,76,S000248,Yes
House,1,76,S001185,Yes
House,1,76,S001206,Yes
House,1,76,S000344,Yes
House,1,76,S001207,Yes
House,1,76,S000364,Not Voting
House,1,76,S001148,Not Voting
House,1,76,S001165,Yes
House,1,76,S001208,Yes
House,1,76,S001195,Yes
House,1,76,S001172,Yes
House,1,76,S000522,Yes
House,1,76,S000510,Yes
House,1,76,S001199,Yes
House,1,76,S001200,Yes
House,1,76,S001209,Yes
House,1,76,S001210,Yes
House,1,76,S001175,Yes
House,1,76,S001211,Yes
House,1,76,S001212,Yes
House,1,76,S001196,Yes
House,1,76,S001213,Yes
House,1,76,S001214,Yes
House,1,76,S001215,Yes
House,1,76,S001192,Yes
House,1,76,S001187,Yes
House,1,76,S001201,Yes
House,1,76,S001193,Yes
House,1,76,T000472,Yes
House,1,76,T000479,Yes
House,1,76,T000460,Yes
House,1,76,T000193,Yes
House,1,76,T000467,Yes
House,1,76,T000238,Yes
House,1,76,T000480,Yes
House,1,76,T000470,Yes
House,1,76,T000468,Yes
House,1,76,T000481,Yes
House,1,76,T000469,Yes
House,1,76,T000474,Yes
House,1,76,T000484,Yes
House,1,76,T000482,Yes
House,1,76,T000483,Yes
House,1,76,T000463,Yes
House,1,76,U000040,Yes
House,1,76,U000031,Yes
House,1,76,V000133,Yes
House,1,76,V000130,Not Voting
House,1,76,V000131,Yes
House,1,76,V000132,Yes
House,1,76,V000081,Yes
House,1,76,V000108,Yes
House,1,76,W000812,Not Voting
House,1,76,W000798,Yes
House,1,76,W000791,Yes
House,1,76,W000819,Yes
House,1,76,W000813,Not Voting
House,1,76,W000823,Yes
House,1,76,W000797,Yes
House,1,76,W000187,Yes
House,1,76,W000824,Yes
House,1,76,W000822,Not Voting
House,1,76,W000814,Not Voting
House,1,76,W000806,Yes
House,1,76,W000800,Yes
House,1,76,W000815,Yes
House,1,76,W000821,Yes
House,1,76,W000825,Yes
House,1,76,W000826,Yes
House,1,76,W000816,Yes
House,1,76,W000808,Not Voting
House,1,76,W000795,Yes
House,1,76,W000804,Yes
House,1,76,W000809,Yes
House,1,76,W000810,Yes
House,1,76,W000827,Yes
House,1,76,Y000062,Yes
House,1,76,Y000065,Yes
House,1,76,Y000033,Yes
House,1,76,Z000017,Yes
House,1,76,P000197,Speaker
House,1,75,A000374,Yes
House,1,75,A000370,Yes
House,1,75,A000055,Yes
House,1,75,A000371,Yes
House,1,75,A000372,Yes
House,1,75,A000376,Not Voting
House,1,75,A000367,No
House,1,75,A000369,Yes
House,1,75,A000377,Yes
House,1,75,A000375,Yes
House,1,75,A000378,Yes
House,1,75,B001291,Yes
House,1,75,B001298,Yes
House,1,75,B001307,Yes
House,1,75,B001306,Yes
House,1,75,B001299,Yes
House,1,75,B001282,Yes
House,1,75,B001300,Yes
House,1,75,B001270,Yes
House,1,75,B001281,Yes
House,1,75,B001287,Yes
House,1,75,B001301,Yes
House,1,75,B001292,Yes
House,1,75,B001302,No
House,1,75,B001257,Yes
House,1,75,B000490,Yes
House,1,75,B001250,Yes
House,1,75,B000574,Yes
House,1,75,B001303,Yes
House,1,75,B001278,Yes
House,1,75,B001295,Yes
House,1,75,B001296,Yes
House,1,75,B000755,Yes
House,1,75,B001308,Yes
House,1,75,B001274,No
House,1,75,B001284,Yes
House,1,75,B001304,Yes
House,1,75,B001285,Yes
House,1,75,B001260,Yes
House,1,75,B001297,Yes
House,1,75,B001275,Yes
House,1,75,B001305,No
House,1,75,B001309,Yes
House,1,75,B001248,Yes
House,1,75,B001286,Yes
House,1,75,B001251,Yes
House,1,75,B001289,Yes
House,1,75,C000059,Yes
House,1,75,C001112,Yes
House,1,75,C001097,Not Voting
House,1,75,C001072,Yes
House,1,75,C001103,Yes
House,1,75,C001051,Yes
House,1,75,C001090,Yes
House,1,75,C001055,Yes
House,1,75,C001117,Yes
House,1,75,C001066,Yes
House,1,75,C001091,Yes
House,1,75,C000266,Yes
House,1,75,C001109,Yes
House,1,75,C001080,Yes
House,1,75,C001084,Yes
House,1,75,C001123,Yes
House,1,75,C001101,Yes
House,1,75,C001067,Yes
House,1,75,C001049,Yes
House,1,75,C001061,Yes
House,1,75,C001118,Yes
House,1,75,C001115,Yes
House,1,75,C000537,Not Voting
House,1,75,C001068,Yes
House,1,75,C001053,Yes
House,1,75,C001093,Yes
House,1,75,C001092,Yes
House,1,75,C001108,Yes
House,1,75,C001062,Yes
House,1,75,C001078,Not Voting
House,1,75,C001094,Yes
House,1,75,C000754,Yes
House,1,75,C001110,Yes
House,1,75,C001059,Yes
House,1,75,C001069,Yes
House,1,75,C001124,Yes
House,1,75,C001119,Yes
House,1,75,C001087,Yes
House,1,75,C001120,Yes
House,1,75,C001111,Yes
House,1,75,C001121,Yes
House,1,75,C001063,Yes
House,1,75,C000984,Yes
House,1,75,C001122,Yes
House,1,75,C001114,Yes
House,1,75,D000629,Yes
House,1,75,D000626,No
House,1,75,D000598,Yes
House,1,75,D000096,Yes
House,1,75,D000619,Yes
House,1,75,D000631,Yes
House,1,75,D000191,Yes
House,1,75,D000197,Yes
House,1,75,D000216,Yes
House,1,75,D000617,Yes
House,1,75,D000630,Yes
House,1,75,D000627,Yes
House,1,75,D000623,Yes
House,1,75,D000616,Yes
House,1,75,D000610,Yes
House,1,75,D000600,Yes
House,1,75,D000624,Not Voting
House,1,75,D000399,Yes
House,1,75,D000482,Yes
House,1,75,D000614,Yes
House,1,75,D000615,Yes
House,1,75,D000628,Yes
House,1,75,E000294,Yes
House,1,75,E000179,Yes
House,1,75,E000299,Yes
House,1,75,E000215,Yes
House,1,75,E000297,Yes
House,1,75,E000298,Yes
House,1,75,E000296,Yes
House,1,75,F000465,Yes
House,1,75,F000467,Yes
House,1,75,F000466,Yes
House,1,75,F000459,Yes
House,1,75,F000468,Not Voting
House,1,75,F000461,Yes
House,1,75,F000449,Yes
House,1,75,F000454,Not Voting
House,1,75,F000450,Yes
House,1,75,F000462,Yes
House,1,75,F000455,Yes
House,1,75,F000469,Yes
House,1,75,G000571,Yes
House,1,75,G000578,Not Voting
House,1,75,G000579,Yes
House,1,75,G000574,Yes
House,1,75,G000559,Yes
House,1,75,G000586,Yes
House,1,75,G000587,Yes
House,1,75,G000584,Yes
House,1,75,G000563,Yes
House,1,75,G000552,Yes
House,1,75,G000592,Yes
House,1,75,G000585,Yes
House,1,75,G000588,Yes
House,1,75,G000581,Yes
House,1,75,G000589,Yes
House,1,75,G000565,No
House,1,75,G000583,Yes
House,1,75,G000377,Yes
House,1,75,G000560,Yes
House,1,75,G000577,Yes
House,1,75,G000546,Yes
House,1,75,G000590,Yes
House,1,75,G000553,Yes
House,1,75,G000568,Yes
House,1,75,G000551,Yes
House,1,75,G000576,Yes
House,1,75,G000591,Yes
House,1,75,G000558,Yes
House,1,75,H001080,Yes
House,1,75,H001088,Yes
House,1,75,H001090,Yes
House,1,75,H001052,Yes
House,1,75,H001053,Yes
House,1,75,H000324,Yes
House,1,75,H001081,Yes
House,1,75,H001064,Yes
House,1,75,H001082,Yes
House,1,75,H001056,Yes
House,1,75,H001071,Yes
House,1,75,H001077,Yes
House,1,75,H001038,Yes
House,1,75,H001072,Yes
House,1,75,H001087,Yes
House,1,75,H001047,Yes
House,1,75,H001065,Yes
House,1,75,H001074,Yes
House,1,75,H001083,Yes
House,1,75,H001066,Yes
House,1,75,H001085,Yes
House,1,75,H000874,Yes
House,1,75,H001067,Yes
House,1,75,H001068,Not Voting
House,1,75,H001058,Yes
House,1,75,H001048,Yes
House,1,75,H001073,Yes
House,1,75,J000032,Yes
House,1,75,J000298,Yes
House,1,75,J000294,Yes
House,1,75,J000288,Yes
House,1,75,J000299,Not Voting
House,1,75,J000292,Yes
House,1,75,J000301,Yes
House,1,75,J000126,Yes
House,1,75,J000255,Not Voting
House,1,75,J000289,Yes
House,1,75,J000295,Yes
House,1,75,J000302,Yes
House,1,75,K000009,Yes
House,1,75,K000386,Yes
House,1,75,K000375,Yes
House,1,75,K000385,Yes
House,1,75,K000388,Yes
House,1,75,K000376,Yes
House,1,75,K000379,Not Voting
House,1,75,K000389,Yes
House,1,75,K000380,Yes
House,1,75,K000381,Yes
House,1,75,K000394,Yes
House,1,75,K000188,Yes
House,1,75,K000362,Yes
House,1,75,K000210,Yes
House,1,75,K000378,Yes
House,1,75,K000368,Yes
House,1,75,K000391,Yes
House,1,75,K000382,Yes
House,1,75,K000392,Yes
House,1,75,L000585,Yes
House,1,75,L000578,Not Voting
House,1,75,L000588,Yes
House,1,75,L000564,Yes
House,1,75,L000559,Yes
House,1,75,L000560,Yes
House,1,75,L000557,Yes
House,1,75,L000566,Yes
House,1,75,L000581,Yes
House,1,75,L000586,Not Voting
House,1,75,L000551,Yes
House,1,75,L000590,Yes
House,1,75,L000589,Yes
House,1,75,L000593,Yes
House,1,75,L000592,Yes
House,1,75,L000287,Yes
House,1,75,L000582,Yes
House,1,75,L000563,Yes
House,1,75,L000565,Yes
House,1,75,L000397,Yes
House,1,75,L000576,Yes
House,1,75,L000583,Yes
House,1,75,L000579,Yes
House,1,75,L000480,Yes
House,1,75,L000491,Not Voting
House,1,75,L000569,Yes
House,1,75,L000570,Yes
House,1,75,L000591,Yes
House,1,75,L000562,Yes
House,1,75,M001203,Yes
House,1,75,M000087,Yes
House,1,75,M001185,Yes
House,1,75,M001158,Not Voting
House,1,75,M001198,Yes
House,1,75,M001184,Yes
House,1,75,M001199,Yes
House,1,75,M001163,Yes
House,1,75,M001209,Yes
House,1,75,M001208,Yes
House,1,75,M001165,Yes
House,1,75,M001157,Yes
House,1,75,M001177,Yes
House,1,75,M001143,Yes
House,1,75,M001200,Yes
House,1,75,M000312,Yes
House,1,75,M001156,Yes
House,1,75,M001180,Yes
House,1,75,M001166,Yes
House,1,75,M001187,Yes
House,1,75,M001137,Yes
House,1,75,M001188,Yes
House,1,75,M001204,Not Voting
House,1,75,M001205,Yes
House,1,75,M001201,Yes
House,1,75,M001194,Yes
House,1,75,M001195,No
House,1,75,M001160,Yes
House,1,75,M001206,Yes
House,1,75,M001196,Yes
House,1,75,M001207,Yes
House,1,75,M001190,Yes
House,1,75,M001202,Yes
House,1,75,N000002,Yes
House,1,75,N000179,Yes
House,1,75,N000015,Yes
House,1,75,N000191,Yes
House,1,75,N000189,Yes
House,1,75,N000188,Yes
House,1,75,N000190,Yes
House,1,75,N000181,Yes
House,1,75,O000171,Yes
House,1,75,O000172,Yes
House,1,75,O000168,Yes
House,1,75,O000173,Yes
House,1,75,P000601,Yes
House,1,75,P000034,Yes
House,1,75,P000609,Yes
House,1,75,P000613,Yes
House,1,75,P000614,Yes
House,1,75,P000096,Yes
House,1,75,P000604,Yes
House,1,75,P000615,Yes
House,1,75,P000593,Yes
House,1,75,P000605,Yes
House,1,75,P000608,Yes
House,1,75,P000258,Yes
House,1,75,P000616,Yes
House,1,75,P000597,Yes
House,1,75,P000607,Yes
House,1,75,P000618,Yes
House,1,75,P000599,Yes
House,1,75,P000617,Yes
House,1,75,P000523,Yes
House,1,75,Q000023,Yes
House,1,75,R000606,Yes
House,1,75,R000601,Yes
House,1,75,R000585,Yes
House,1,75,R000610,Yes
House,1,75,R000602,Yes
House,1,75,R000597,Yes
House,1,75,R000588,Yes
House,1,75,R000611,Yes
House,1,75,R000591,Yes
House,1,75,M001159,Yes
House,1,75,R000582,Yes
House,1,75,R000575,Yes
House,1,75,R000395,Yes
House,1,75,R000607,Yes
House,1,75,R000613,Yes
House,1,75,R000612,Yes
House,1,75,R000616,Yes
House,1,75,R000603,Yes
House,1,75,R000614,Yes
House,1,75,R000486,Yes
House,1,75,R000599,Yes
House,1,75,R000576,Yes
House,1,75,R000515,Yes
House,1,75,R000609,Not Voting
House,1,75,R000577,Yes
House,1,75,S001156,Yes
House,1,75,S001168,Yes
House,1,75,S001176,Yes
House,1,75,S001205,Yes
House,1,75,S001145,Yes
House,1,75,S001150,Yes
House,1,75,S001190,Yes
House,1,75,S001180,Yes
House,1,75,S001216,Yes
House,1,75,S001183,Yes
House,1,75,S000185,Yes
House,1,75,S001189,Yes
House,1,75,S001157,Yes
House,1,75,S000244,No
House,1,75,S000248,Yes
House,1,75,S001185,Yes
House,1,75,S001206,Yes
House,1,75,S000344,Yes
House,1,75,S001207,Yes
House,1,75,S000364,Yes
House,1,75,S001148,Yes
House,1,75,S001165,Yes
House,1,75,S001208,Yes
House,1,75,S001195,Yes
House,1,75,S001172,Yes
House,1,75,S000522,Yes
House,1,75,S000510,Yes
House,1,75,S001199,Yes
House,1,75,S001200,Yes
House,1,75,S001209,Yes
House,1,75,S001210,Yes
House,1,75,S001175,Yes
House,1,75,S001211,Yes
House,1,75,S001212,Yes
House,1,75,S001196,Yes
House,1,75,S001213,Yes
House,1,75,S001214,Not Voting
House,1,75,S001215,Yes
House,1,75,S001192,Yes
House,1,75,S001187,Yes
House,1,75,S001201,Yes
House,1,75,S001193,Yes
House,1,75,T000472,Yes
House,1,75,T000479,Yes
House,1,75,T000460,Yes
House,1,75,T000193,Yes
House,1,75,T000467,Yes
House,1,75,T000238,Yes
House,1,75,T000480,Yes
House,1,75,T000470,Yes
House,1,75,T000468,Yes
House,1,75,T000481,Yes
House,1,75,T000469,Yes
House,1,75,T000474,Yes
House,1,75,T000484,Yes
House,1,75,T000482,Yes
House,1,75,T000483,Yes
House,1,75,T000463,Yes
House,1,75,U000040,Yes
House,1,75,U000031,Yes
House,1,75,V000133,Yes
House,1,75,V000130,Yes
House,1,75,V000131,Yes
House,1,75,V000132,Yes
House,1,75,V000081,Yes
House,1,75,V000108,Yes
House,1,75,W000812,Yes
House,1,75,W000798,Yes
House,1,75,W000791,Yes
House,1,75,W000819,No
House,1,75,W000813,Yes
House,1,75,W000823,Yes
House,1,75,W000797,Yes
House,1,75,W000187,Yes
House,1,75,W000824,Not Voting
House,1,75,W000822,Not Voting
House,1,75,W000814,Yes
House,1,75,W000806,Yes
House,1,75,W000800,Yes
House,1,75,W000815,Not Voting
House,1,75,W000821,Yes
House,1,75,W000825,Yes
House,1,75,W000826,Yes
House,1,75,W000816,Yes
House,1,75,W000808,Not Voting
House,1,75,W000795,Yes
House,1,75,W000804,Yes
House,1,75,W000809,Yes
House,1,75,W000810,Yes
House,1,75,W000827,Yes
House,1,75,Y000062,Yes
House,1,75,Y000065,Yes
House,1,75,Y000033,Yes
House,1,75,Z000017,Yes
House,1,75,P000197,Speaker
House,1,74,A000374,Yes
House,1,74,A000370,No
House,1,74,A000055,Yes
House,1,74,A000371,No
House,1,74,A000372,Yes
House,1,74,A000376,Not Voting
House,1,74,A000367,No
House,1,74,A000369,Yes
House,1,74,A000377,Yes
House,1,74,A000375,Yes
House,1,74,A000378,Yes
House,1,74,B001291,Yes
House,1,74,B001298,Yes
House,1,74,B001307,Yes
House,1,74,B001306,Yes
House,1,74,B001299,Yes
House,1,74,B001282,Yes
House,1,74,B001300,No
House,1,74,B001270,No
House,1,74,B001281,No
House,1,74,B001287,No
House,1,74,B001301,Yes
House,1,74,B001292,No
House,1,74,B001302,Yes
House,1,74,B001257,Yes
House,1,74,B000490,No
House,1,74,B001250,Yes
House,1,74,B000574,No
House,1,74,B001303,No
House,1,74,B001278,No
House,1,74,B001295,Yes
House,1,74,B001296,No
House,1,74,B000755,Yes
House,1,74,B001308,No
House,1,74,B001274,Yes
House,1,74,B001284,Yes
House,1,74,B001304,No
House,1,74,B001285,No
House,1,74,B001260,Yes
House,1,74,B001297,Yes
House,1,74,B001275,Yes
House,1,74,B001305,Yes
House,1,74,B001309,Yes
House,1,74,B001248,Yes
House,1,74,B001286,No
House,1,74,B001251,No
House,1,74,B001289,Yes
House,1,74,C000059,Yes
House,1,74,C001112,No
House,1,74,C001097,No
House,1,74,C001072,No
House,1,74,C001103,Yes
House,1,74,C001051,Yes
House,1,74,C001090,No
House,1,74,C001055,No
House,1,74,C001117,No
House,1,74,C001066,No
House,1,74,C001091,No
House,1,74,C000266,Yes
House,1,74,C001109,Yes
House,1,74,C001080,No
House,1,74,C001084,No
House,1,74,C001123,No
House,1,74,C001101,No
House,1,74,C001067,No
House,1,74,C001049,No
House,1,74,C001061,No
House,1,74,C001118,Yes
House,1,74,C001115,Yes
House,1,74,C000537,Not Voting
House,1,74,C001068,No
House,1,74,C001053,Yes
House,1,74,C001093,Yes
House,1,74,C001092,Yes
House,1,74,C001108,Yes
House,1,74,C001062,Yes
House,1,74,C001078,Not Voting
House,1,74,C001094,Yes
House,1,74,C000754,No
House,1,74,C001110,No
House,1,74,C001059,No
House,1,74,C001069,No
House,1,74,C001124,No
House,1,74,C001119,No
House,1,74,C001087,Yes
House,1,74,C001120,Yes
House,1,74,C001111,No
House,1,74,C001121,No
House,1,74,C001063,No
House,1,74,C000984,No
House,1,74,C001122,Yes
House,1,74,C001114,Yes
House,1,74,D000629,Yes
House,1,74,D000626,Yes
House,1,74,D000598,No
House,1,74,D000096,No
House,1,74,D000619,Yes
House,1,74,D000631,No
House,1,74,D000191,No
House,1,74,D000197,No
House,1,74,D000216,No
House,1,74,D000617,No
House,1,74,D000630,Yes
House,1,74,D000627,No
House,1,74,D000623,No
House,1,74,D000616,Yes
House,1,74,D000610,No
House,1,74,D000600,Yes
House,1,74,D000624,Not Voting
House,1,74,D000399,No
House,1,74,D000482,No
House,1,74,D000614,Yes
House,1,74,D000615,Yes
House,1,74,D000628,Yes
House,1,74,E000294,Yes
House,1,74,E000179,No
House,1,74,E000299,No
House,1,74,E000215,No
House,1,74,E000297,No
House,1,74,E000298,Yes
House,1,74,E000296,No
House,1,74,F000465,Yes
House,1,74,F000467,Yes
House,1,74,F000466,Yes
House,1,74,F000459,Yes
House,1,74,F000468,No
House,1,74,F000461,Yes
House,1,74,F000449,Yes
House,1,74,F000454,Not Voting
House,1,74,F000450,Yes
House,1,74,F000462,No
House,1,74,F000455,No
House,1,74,F000469,Yes
House,1,74,G000571,No
House,1,74,G000578,Not Voting
House,1,74,G000579,Yes
House,1,74,G000574,No
House,1,74,G000559,No
House,1,74,G000586,No
House,1,74,G000587,No
House,1,74,G000584,Yes
House,1,74,G000563,Yes
House,1,74,G000552,Yes
House,1,74,G000592,No
House,1,74,G000585,No
House,1,74,G000588,Yes
House,1,74,G000581,No
House,1,74,G000589,Yes
House,1,74,G000565,Yes
House,1,74,G000583,Yes
House,1,74,G000377,Yes
House,1,74,G000560,Yes
House,1,74,G000577,Yes
House,1,74,G000546,Yes
House,1,74,G000590,Yes
House,1,74,G000553,No
House,1,74,G000568,Yes
House,1,74,G000551,No
House,1,74,G000576,Yes
House,1,74,G000591,Yes
House,1,74,G000558,Yes
House,1,74,H001080,No
House,1,74,H001088,Yes
House,1,74,H001090,No
House,1,74,H001052,Yes
House,1,74,H001053,Yes
House,1,74,H000324,No
House,1,74,H001081,No
House,1,74,H001064,No
House,1,74,H001082,Yes
House,1,74,H001056,Yes
House,1,74,H001071,Yes
House,1,74,H001077,Yes
House,1,74,H001038,No
House,1,74,H001072,Yes
House,1,74,H001087,No
House,1,74,H001047,No
House,1,74,H001065,Yes
House,1,74,H001074,Yes
House,1,74,H001083,Yes
House,1,74,H001066,No
House,1,74,H001085,No
House,1,74,H000874,No
House,1,74,H001067,Yes
House,1,74,H001068,Not Voting
House,1,74,H001058,Yes
House,1,74,H001048,Yes
House,1,74,H001073,Yes
House,1,74,J000032,No
House,1,74,J000298,No
House,1,74,J000294,No
House,1,74,J000288,No
House,1,74,J000299,Not Voting
House,1,74,J000292,Yes
House,1,74,J000301,Yes
House,1,74,J000126,No
House,1,74,J000255,Not Voting
House,1,74,J000289,Yes
House,1,74,J000295,Yes
House,1,74,J000302,Yes
House,1,74,K000009,No
House,1,74,K000386,Yes
House,1,74,K000375,No
House,1,74,K000385,No
House,1,74,K000388,Yes
House,1,74,K000376,Yes
House,1,74,K000379,Not Voting
House,1,74,K000389,No
House,1,74,K000380,No
House,1,74,K000381,No
House,1,74,K000394,No
House,1,74,K000188,No
House,1,74,K000362,Yes
House,1,74,K000210,Yes
House,1,74,K000378,Yes
House,1,74,K000368,No
House,1,74,K000391,No
House,1,74,K000382,No
House,1,74,K000392,Yes
House,1,74,L000585,Yes
House,1,74,L000578,Not Voting
House,1,74,L000588,No
House,1,74,L000564,Yes
House,1,74,L000559,No
House,1,74,L000560,No
House,1,74,L000557,No
House,1,74,L000566,Yes
House,1,74,L000581,No
House,1,74,L000586,Not Voting
House,1,74,L000551,No
House,1,74,L000590,No
House,1,74,L000589,Yes
House,1,74,L000593,No
House,1,74,L000592,No
House,1,74,L000287,No
House,1,74,L000582,No
House,1,74,L000563,No
House,1,74,L000565,No
House,1,74,L000397,No
House,1,74,L000576,Yes
House,1,74,L000583,Yes
House,1,74,L000579,No
House,1,74,L000480,No
House,1,74,L000491,Not Voting
House,1,74,L000569,Yes
House,1,74,L000570,No
House,1,74,L000591,Yes
House,1,74,L000562,No
House,1,74,M001203,No
House,1,74,M000087,No
House,1,74,M001185,No
House,1,74,M001158,Yes
House,1,74,M001198,Yes
House,1,74,M001184,Yes
House,1,74,M001199,Yes
House,1,74,M001163,No
House,1,74,M001209,No
House,1,74,M001208,No
House,1,74,M001165,Yes
House,1,74,M001157,Yes
House,1,74,M001177,Yes
House,1,74,M001143,No
House,1,74,M001200,No
House,1,74,M000312,No
House,1,74,M001156,Yes
House,1,74,M001180,Yes
House,1,74,M001166,No
House,1,74,M001187,Yes
House,1,74,M001137,No
House,1,74,M001188,No
House,1,74,M001204,Yes
House,1,74,M001205,Yes
House,1,74,M001201,Yes
House,1,74,M001194,Yes
House,1,74,M001195,Yes
House,1,74,M001160,No
House,1,74,M001206,No
House,1,74,M001196,No
House,1,74,M001207,No
House,1,74,M001190,Yes
House,1,74,M001202,No
House,1,74,N000002,No
House,1,74,N000179,No
House,1,74,N000015,No
House,1,74,N000191,No
House,1,74,N000189,Yes
House,1,74,N000188,No
House,1,74,N000190,Yes
House,1,74,N000181,Yes
House,1,74,O000171,No
House,1,74,O000172,No
House,1,74,O000168,Yes
House,1,74,O000173,No
House,1,74,P000601,Yes
House,1,74,P000034,No
House,1,74,P000609,Yes
House,1,74,P000613,No
House,1,74,P000614,No
House,1,74,P000096,No
House,1,74,P000604,No
House,1,74,P000615,Yes
House,1,74,P000593,No
House,1,74,P000605,Yes
House,1,74,P000608,No
House,1,74,P000258,Yes
House,1,74,P000616,No
House,1,74,P000597,No
House,1,74,P000607,No
House,1,74,P000618,No
House,1,74,P000599,Yes
House,1,74,P000617,No
House,1,74,P000523,No
House,1,74,Q000023,No
House,1,74,R000606,No
House,1,74,R000601,Yes
House,1,74,R000585,Yes
House,1,74,R000610,Yes
House,1,74,R000602,No
House,1,74,R000597,Yes
House,1,74,R000588,No
House,1,74,R000611,Yes
House,1,74,R000591,Yes
House,1,74,M001159,Yes
House,1,74,R000582,Yes
House,1,74,R000575,Yes
House,1,74,R000395,Yes
House,1,74,R000607,Yes
House,1,74,R000613,No
