chamber,session,roll call,member,vote
House,1,82,C001068,Yes
House,1,82,C001053,Yes
House,1,82,C001093,Yes
House,1,82,C001092,Yes
House,1,82,C001108,Yes
House,1,82,C001062,Yes
House,1,82,C001078,Yes
House,1,82,C001094,Yes
House,1,82,C000754,Yes
House,1,82,C001110,Yes
House,1,82,C001059,Yes
House,1,82,C001069,Yes
House,1,82,C001124,Yes
House,1,82,C001119,Yes
House,1,82,C001087,Yes
House,1,82,C001120,Yes
House,1,82,C001111,Yes
House,1,82,C001121,Yes
House,1,82,C001063,Yes
House,1,82,C000984,Yes
House,1,82,C001122,Yes
House,1,82,C001114,Yes
House,1,82,D000629,Yes
House,1,82,D000626,Yes
House,1,82,D000598,Yes
House,1,82,D000096,Yes
House,1,82,D000619,Yes
House,1,82,D000631,Yes
House,1,82,D000191,Yes
House,1,82,D000197,Yes
House,1,82,D000216,Yes
House,1,82,D000617,Yes
House,1,82,D000630,Yes
House,1,82,D000627,Yes
House,1,82,D000623,Yes
House,1,82,D000616,Yes
House,1,82,D000610,Yes
House,1,82,D000600,Yes
House,1,82,D000624,Not Voting
House,1,82,D000399,Yes
House,1,82,D000482,Yes
House,1,82,D000614,Yes
House,1,82,D000615,Yes
House,1,82,D000628,Yes
House,1,82,E000294,Yes
House,1,82,E000179,Yes
House,1,82,E000299,Yes
House,1,82,E000215,Yes
House,1,82,E000297,Yes
House,1,82,E000298,Yes
House,1,82,E000296,Yes
House,1,82,F000465,Yes
House,1,82,F000467,Yes
House,1,82,F000466,Yes
House,1,82,F000459,Yes
House,1,82,F000468,Yes
House,1,82,F000461,Yes
House,1,82,F000449,Yes
House,1,82,F000454,Yes
House,1,82,F000450,Yes
House,1,82,F000462,Yes
House,1,82,F000455,Yes
House,1,82,F000469,Yes
House,1,82,G000571,Yes
House,1,82,G000578,Yes
House,1,82,G000579,Yes
House,1,82,G000574,Yes
House,1,82,G000559,Yes
House,1,82,G000586,Yes
House,1,82,G000587,Yes
House,1,82,G000584,Yes
House,1,82,G000563,Yes
House,1,82,G000552,Yes
House,1,82,G000592,Yes
House,1,82,G000585,Yes
House,1,82,G000588,Yes
House,1,82,G000581,Yes
House,1,82,G000589,Yes
House,1,82,G000565,Yes
House,1,82,G000583,Yes
House,1,82,G000377,Yes
House,1,82,G000560,Yes
House,1,82,G000577,Yes
House,1,82,G000546,Yes
House,1,82,G000590,Yes
House,1,82,G000553,Yes
House,1,82,G000568,Yes
House,1,82,G000551,Yes
House,1,82,G000576,Yes
House,1,82,G000591,Yes
House,1,82,G000558,Yes
House,1,82,H001080,Yes
House,1,82,H001088,Yes
House,1,82,H001090,Yes
House,1,82,H001052,Yes
House,1,82,H001053,Yes
House,1,82,H000324,Yes
House,1,82,H001081,Yes
House,1,82,H001064,Yes
House,1,82,H001082,Yes
House,1,82,H001056,Yes
House,1,82,H001071,Yes
House,1,82,H001077,Yes
House,1,82,H001038,Yes
House,1,82,H001072,Yes
House,1,82,H001087,Yes
House,1,82,H001047,Yes
House,1,82,H001065,Yes
House,1,82,H001074,Yes
House,1,82,H001083,Yes
House,1,82,H001066,Yes
House,1,82,H001085,Yes
House,1,82,H000874,Yes
House,1,82,H001067,Yes
House,1,82,H001068,Yes
House,1,82,H001058,Yes
House,1,82,H001048,Yes
House,1,82,H001073,Yes
House,1,82,J000032,Yes
House,1,82,J000298,Yes
House,1,82,J000294,Yes
House,1,82,J000288,Yes
House,1,82,J000299,Yes
House,1,82,J000292,Yes
House,1,82,J000301,Yes
House,1,82,J000126,Yes
House,1,82,J000289,Yes
House,1,82,J000295,Yes
House,1,82,J000302,Yes
House,1,82,K000009,Yes
House,1,82,K000386,Yes
House,1,82,K000375,Yes
House,1,82,K000385,Yes
House,1,82,K000388,Yes
House,1,82,K000376,Yes
House,1,82,K000379,Yes
House,1,82,K000389,Yes
House,1,82,K000380,Yes
House,1,82,K000381,Yes
House,1,82,K000394,Yes
House,1,82,K000188,Yes
House,1,82,K000362,Yes
House,1,82,K000210,Yes
House,1,82,K000378,Not Voting
House,1,82,K000368,Yes
House,1,82,K000391,Yes
House,1,82,K000382,Yes
House,1,82,K000392,Yes
House,1,82,L000585,Yes
House,1,82,L000578,Yes
House,1,82,L000588,Yes
House,1,82,L000564,Yes
House,1,82,L000559,Yes
House,1,82,L000560,Yes
House,1,82,L000557,Yes
House,1,82,L000566,Yes
House,1,82,L000581,Yes
House,1,82,L000586,Yes
House,1,82,L000551,Yes
House,1,82,L000590,Yes
House,1,82,L000589,Yes
House,1,82,L000593,Yes
House,1,82,L000592,Yes
House,1,82,L000287,Yes
House,1,82,L000582,Yes
House,1,82,L000563,Yes
House,1,82,L000565,Yes
House,1,82,L000397,Yes
House,1,82,L000576,Yes
House,1,82,L000583,Yes
House,1,82,L000579,Yes
House,1,82,L000480,Yes
House,1,82,L000491,Yes
House,1,82,L000569,Yes
House,1,82,L000570,Yes
House,1,82,L000591,Yes
House,1,82,L000562,Yes
House,1,82,M001203,Yes
House,1,82,M000087,Yes
House,1,82,M001185,Yes
House,1,82,M001158,Yes
House,1,82,M001198,Yes
House,1,82,M001184,Present
House,1,82,M001199,Yes
House,1,82,M001163,Yes
House,1,82,M001209,Yes
House,1,82,M001208,Yes
House,1,82,M001165,Yes
House,1,82,M001157,Yes
House,1,82,M001177,Yes
House,1,82,M001143,Yes
House,1,82,M001200,Yes
House,1,82,M000312,Yes
House,1,82,M001156,Yes
House,1,82,M001180,Yes
House,1,82,M001166,Yes
House,1,82,M001187,Yes
House,1,82,M001137,Yes
House,1,82,M001188,Yes
House,1,82,M001204,Yes
House,1,82,M001205,Yes
House,1,82,M001201,Yes
House,1,82,M001194,Yes
House,1,82,M001195,Yes
House,1,82,M001160,Yes
House,1,82,M001206,Yes
House,1,82,M001196,Yes
House,1,82,M001207,Yes
House,1,82,M001190,Yes
House,1,82,M001202,Yes
House,1,82,N000002,Yes
House,1,82,N000179,Yes
House,1,82,N000015,Yes
House,1,82,N000191,Yes
House,1,82,N000189,Yes
House,1,82,N000188,Yes
House,1,82,N000190,Yes
House,1,82,N000181,Yes
House,1,82,O000171,Yes
House,1,82,O000172,Yes
House,1,82,O000168,Yes
House,1,82,O000173,Yes
House,1,82,P000601,Yes
House,1,82,P000034,Yes
House,1,82,P000609,Yes
House,1,82,P000613,Yes
House,1,82,P000614,Yes
House,1,82,P000096,Yes
House,1,82,P000604,Yes
House,1,82,P000615,Yes
House,1,82,P000593,Yes
House,1,82,P000605,Yes
House,1,82,P000608,Yes
House,1,82,P000258,Yes
House,1,82,P000616,Yes
House,1,82,P000597,Yes
House,1,82,P000607,Yes
House,1,82,P000618,Yes
House,1,82,P000599,Yes
House,1,82,P000617,Yes
House,1,82,P000523,Yes
House,1,82,Q000023,Not Voting
House,1,82,R000606,Yes
House,1,82,R000601,Yes
House,1,82,R000585,Yes
House,1,82,R000610,Yes
House,1,82,R000602,Yes
House,1,82,R000597,Yes
House,1,82,R000588,Yes
House,1,82,R000611,Yes
House,1,82,R000591,Yes
House,1,82,M001159,Yes
House,1,82,R000582,Yes
House,1,82,R000575,Yes
House,1,82,R000395,Yes
House,1,82,R000607,Yes
House,1,82,R000613,Yes
House,1,82,R000612,Yes
House,1,82,R000616,Yes
House,1,82,R000603,Yes
House,1,82,R000614,Yes
House,1,82,R000486,Yes
House,1,82,R000599,Yes
House,1,82,R000576,Yes
House,1,82,R000515,Yes
House,1,82,R000609,Yes
House,1,82,R000577,Not Voting
House,1,82,S001156,Yes
House,1,82,S001168,Yes
House,1,82,S001176,Yes
House,1,82,S001205,Yes
House,1,82,S001145,Yes
House,1,82,S001150,Yes
House,1,82,S001190,Yes
House,1,82,S001180,Yes
House,1,82,S001216,Yes
House,1,82,S001183,Yes
House,1,82,S000185,Yes
House,1,82,S001189,Yes
House,1,82,S001157,Yes
House,1,82,S000244,Yes
House,1,82,S000248,Yes
House,1,82,S001185,Yes
House,1,82,S001206,Yes
House,1,82,S000344,Yes
House,1,82,S001207,Yes
House,1,82,S000364,Yes
House,1,82,S001148,Yes
House,1,82,S001165,Yes
House,1,82,S001208,Yes
House,1,82,S001195,Yes
House,1,82,S001172,Yes
House,1,82,S000522,Yes
House,1,82,S000510,Yes
House,1,82,S001199,Yes
House,1,82,S001200,Yes
House,1,82,S001209,Yes
House,1,82,S001210,Yes
House,1,82,S001175,Yes
House,1,82,S001211,Yes
House,1,82,S001212,Yes
House,1,82,S001196,Yes
House,1,82,S001213,Yes
House,1,82,S001214,Yes
House,1,82,S001215,Yes
House,1,82,S001192,Yes
House,1,82,S001187,Yes
House,1,82,S001201,Yes
House,1,82,S001193,Yes
House,1,82,T000472,Yes
House,1,82,T000479,Yes
House,1,82,T000460,Yes
House,1,82,T000193,Yes
House,1,82,T000467,Yes
House,1,82,T000238,Yes
House,1,82,T000480,Yes
House,1,82,T000470,Yes
House,1,82,T000468,Yes
House,1,82,T000481,Yes
House,1,82,T000469,Yes
House,1,82,T000474,Yes
House,1,82,T000484,Yes
House,1,82,T000482,Yes
House,1,82,T000483,Yes
House,1,82,T000463,Yes
House,1,82,U000040,Yes
House,1,82,U000031,Yes
House,1,82,V000133,Yes
House,1,82,V000130,Yes
House,1,82,V000131,Yes
House,1,82,V000132,Yes
House,1,82,V000081,Yes
House,1,82,V000108,Yes
House,1,82,W000812,Yes
House,1,82,W000798,Yes
House,1,82,W000791,Yes
House,1,82,W000819,Yes
House,1,82,W000813,Yes
House,1,82,W000823,Yes
House,1,82,W000797,Yes
House,1,82,W000187,Yes
House,1,82,W000824,Yes
House,1,82,W000822,Yes
House,1,82,W000814,Yes
House,1,82,W000806,Yes
House,1,82,W000800,Yes
House,1,82,W000815,Yes
House,1,82,W000821,Yes
House,1,82,W000825,Yes
House,1,82,W000826,Yes
House,1,82,W000816,Yes
House,1,82,W000808,Yes
House,1,82,W000795,Yes
House,1,82,W000804,Yes
House,1,82,W000809,Yes
House,1,82,W000810,Yes
House,1,82,W000827,Yes
House,1,82,Y000062,Yes
House,1,82,Y000065,Yes
House,1,82,Y000033,Yes
House,1,82,Z000017,Yes
House,1,82,P000197,Speaker
House,1,81,A000374,Yes
House,1,81,A000370,No
House,1,81,A000055,Yes
House,1,81,A000371,No
House,1,81,A000372,Yes
House,1,81,A000376,Not Voting
House,1,81,A000367,No
House,1,81,A000369,Yes
House,1,81,A000377,Yes
House,1,81,A000375,Yes
House,1,81,A000378,Yes
House,1,81,B001291,Yes
House,1,81,B001298,Yes
House,1,81,B001307,Yes
House,1,81,B001306,Yes
House,1,81,B001299,Yes
House,1,81,B001282,Yes
House,1,81,B001300,No
House,1,81,B001270,No
House,1,81,B001281,No
House,1,81,B001287,No
House,1,81,B001301,Yes
House,1,81,B001292,No
House,1,81,B001302,Yes
House,1,81,B001257,Yes
House,1,81,B000490,No
House,1,81,B001250,Yes
House,1,81,B000574,No
House,1,81,B001303,No
House,1,81,B001278,No
House,1,81,B001295,Yes
House,1,81,B001296,No
House,1,81,B000755,Yes
House,1,81,B001308,Yes
House,1,81,B001274,Yes
House,1,81,B001284,Yes
House,1,81,B001304,No
House,1,81,B001285,No
House,1,81,B001260,Yes
House,1,81,B001297,Yes
House,1,81,B001275,Yes
House,1,81,B001305,Yes
House,1,81,B001309,Yes
House,1,81,B001248,Yes
House,1,81,B001286,Yes
House,1,81,B001251,No
House,1,81,B001289,Yes
House,1,81,C000059,Yes
House,1,81,C001112,No
House,1,81,C001097,No
House,1,81,C001072,No
House,1,81,C001103,Yes
House,1,81,C001051,Yes
House,1,81,C001090,No
House,1,81,C001055,Yes
House,1,81,C001117,No
House,1,81,C001066,No
House,1,81,C001091,No
House,1,81,C000266,Yes
House,1,81,C001109,Yes
House,1,81,C001080,No
House,1,81,C001084,No
House,1,81,C001123,Yes
House,1,81,C001101,No
House,1,81,C001067,No
House,1,81,C001049,No
House,1,81,C001061,No
House,1,81,C001118,Yes
House,1,81,C001115,Yes
House,1,81,C000537,No
House,1,81,C001068,No
House,1,81,C001053,Yes
House,1,81,C001093,Yes
House,1,81,C001092,Yes
House,1,81,C001108,Yes
House,1,81,C001062,Yes
House,1,81,C001078,No
House,1,81,C001094,Yes
House,1,81,C000754,No
House,1,81,C001110,Yes
House,1,81,C001059,No
House,1,81,C001069,No
House,1,81,C001124,No
House,1,81,C001119,Yes
House,1,81,C001087,Yes
House,1,81,C001120,Yes
House,1,81,C001111,No
House,1,81,C001121,Yes
House,1,81,C001063,Yes
House,1,81,C000984,No
House,1,81,C001122,Yes
House,1,81,C001114,Yes
House,1,81,D000629,Yes
House,1,81,D000626,Yes
House,1,81,D000598,No
House,1,81,D000096,No
House,1,81,D000619,Yes
House,1,81,D000631,No
House,1,81,D000191,No
House,1,81,D000197,No
House,1,81,D000216,No
House,1,81,D000617,No
House,1,81,D000630,Yes
House,1,81,D000627,No
House,1,81,D000623,No
House,1,81,D000616,Yes
House,1,81,D000610,No
House,1,81,D000600,Yes
House,1,81,D000624,Not Voting
House,1,81,D000399,No
House,1,81,D000482,No
House,1,81,D000614,Yes
House,1,81,D000615,Yes
House,1,81,D000628,Yes
House,1,81,E000294,Yes
House,1,81,E000179,No
House,1,81,E000299,No
House,1,81,E000215,No
House,1,81,E000297,No
House,1,81,E000298,Yes
House,1,81,E000296,No
House,1,81,F000465,Yes
House,1,81,F000467,Yes
House,1,81,F000466,Yes
House,1,81,F000459,Yes
House,1,81,F000468,No
House,1,81,F000461,Yes
House,1,81,F000449,Yes
House,1,81,F000454,No
House,1,81,F000450,Yes
House,1,81,F000462,No
House,1,81,F000455,No
House,1,81,F000469,Yes
House,1,81,G000571,No
House,1,81,G000578,Yes
House,1,81,G000579,Yes
House,1,81,G000574,No
House,1,81,G000559,No
House,1,81,G000586,No
House,1,81,G000587,No
House,1,81,G000584,Yes
House,1,81,G000563,Yes
House,1,81,G000552,Yes
House,1,81,G000592,Yes
House,1,81,G000585,No
House,1,81,G000588,Yes
House,1,81,G000581,No
House,1,81,G000582,Yes
House,1,81,G000589,Yes
House,1,81,G000565,Yes
House,1,81,G000583,Yes
House,1,81,G000377,Yes
House,1,81,G000560,Yes
House,1,81,G000577,Yes
House,1,81,G000546,Yes
House,1,81,G000590,Yes
House,1,81,G000553,No
House,1,81,G000568,Yes
House,1,81,G000551,No
House,1,81,G000576,Yes
House,1,81,G000591,Yes
House,1,81,G000558,Yes
House,1,81,H001080,No
House,1,81,H001088,Yes
House,1,81,H001090,Yes
House,1,81,H001052,Yes
House,1,81,H001053,Yes
House,1,81,H000324,Yes
House,1,81,H001081,No
House,1,81,H001064,No
House,1,81,H001082,Yes
House,1,81,H001056,Yes
House,1,81,H001071,Yes
House,1,81,H001077,Yes
House,1,81,H001038,No
House,1,81,H001072,Yes
House,1,81,H001087,Yes
House,1,81,H001047,No
House,1,81,H001065,Yes
House,1,81,H001074,Yes
House,1,81,H001083,Yes
House,1,81,H001066,Yes
House,1,81,H001085,Yes
House,1,81,H000874,No
House,1,81,H001067,Yes
House,1,81,H001068,No
House,1,81,H001058,Yes
House,1,81,H001048,Yes
House,1,81,H001073,Yes
House,1,81,J000032,No
House,1,81,J000298,No
House,1,81,J000294,No
House,1,81,J000288,No
House,1,81,J000299,Yes
House,1,81,J000292,Yes
House,1,81,J000301,Yes
House,1,81,J000126,No
House,1,81,J000289,Yes
House,1,81,J000295,Yes
House,1,81,J000302,Yes
House,1,81,K000009,Yes
House,1,81,K000386,Yes
House,1,81,K000375,No
House,1,81,K000385,No
House,1,81,K000388,Yes
House,1,81,K000376,Yes
House,1,81,K000379,No
House,1,81,K000389,No
House,1,81,K000380,No
House,1,81,K000381,No
House,1,81,K000394,Yes
House,1,81,K000188,No
House,1,81,K000362,Yes
House,1,81,K000210,Yes
House,1,81,K000378,Not Voting
House,1,81,K000368,No
House,1,81,K000391,No
House,1,81,K000382,Yes
House,1,81,K000392,Yes
House,1,81,L000585,Yes
House,1,81,L000578,Yes
House,1,81,L000588,Yes
House,1,81,L000564,Yes
House,1,81,L000559,No
House,1,81,L000560,No
House,1,81,L000557,No
House,1,81,L000566,Yes
House,1,81,L000581,No
House,1,81,L000586,No
House,1,81,L000551,No
House,1,81,L000590,Yes
House,1,81,L000589,Yes
House,1,81,L000593,No
House,1,81,L000592,No
House,1,81,L000287,No
House,1,81,L000582,No
House,1,81,L000563,No
House,1,81,L000565,Yes
House,1,81,L000397,No
House,1,81,L000576,Yes
House,1,81,L000583,Yes
House,1,81,L000579,No
House,1,81,L000480,No
House,1,81,L000491,Yes
House,1,81,L000569,Yes
House,1,81,L000570,No
House,1,81,L000591,Yes
House,1,81,L000562,Yes
House,1,81,M001203,No
House,1,81,M000087,No
House,1,81,M001185,No
House,1,81,M001158,Yes
House,1,81,M001198,Yes
House,1,81,M001184,No
House,1,81,M001199,Yes
House,1,81,M001163,No
House,1,81,M001209,Yes
House,1,81,M001208,Yes
House,1,81,M001165,Yes
House,1,81,M001157,Yes
House,1,81,M001177,Yes
House,1,81,M001143,No
House,1,81,M001200,No
House,1,81,M000312,No
House,1,81,M001156,Yes
House,1,81,M001180,Yes
House,1,81,M001166,No
House,1,81,M001187,Yes
House,1,81,M001137,No
House,1,81,M001188,No
House,1,81,M001204,Yes
House,1,81,M001205,Yes
House,1,81,M001201,Yes
House,1,81,M001194,Yes
House,1,81,M001195,Yes
House,1,81,M001160,No
House,1,81,M001206,Yes
House,1,81,M001196,Yes
House,1,81,M001207,No
House,1,81,M001190,Yes
House,1,81,M001202,Yes
House,1,81,N000002,No
House,1,81,N000179,No
House,1,81,N000015,No
House,1,81,N000191,No
House,1,81,N000189,Yes
House,1,81,N000188,No
House,1,81,N000190,Yes
House,1,81,N000147,No
House,1,81,N000181,Yes
House,1,81,O000171,Yes
House,1,81,O000172,No
House,1,81,O000168,Yes
House,1,81,O000173,No
House,1,81,P000601,Yes
House,1,81,P000034,No
House,1,81,P000609,Yes
House,1,81,P000613,Yes
House,1,81,P000614,Yes
House,1,81,P000096,No
House,1,81,P000604,Not Voting
House,1,81,P000615,Yes
House,1,81,P000593,Yes
House,1,81,P000605,Yes
House,1,81,P000608,No
House,1,81,P000258,Yes
House,1,81,P000616,Yes
House,1,81,P000597,No
House,1,81,P000610,No
House,1,81,P000607,No
House,1,81,P000618,Yes
House,1,81,P000599,Yes
House,1,81,P000617,No
House,1,81,P000523,No
House,1,81,Q000023,Not Voting
House,1,81,R000600,Not Voting
House,1,81,R000606,No
House,1,81,R000601,Yes
House,1,81,R000585,Yes
House,1,81,R000610,Yes
House,1,81,R000602,No
House,1,81,R000597,Yes
House,1,81,R000588,No
House,1,81,R000611,Yes
House,1,81,R000591,Yes
House,1,81,M001159,Yes
House,1,81,R000582,Yes
House,1,81,R000575,Yes
House,1,81,R000395,Yes
House,1,81,R000607,Yes
House,1,81,R000613,Yes
House,1,81,R000612,Yes
House,1,81,R000616,Yes
House,1,81,R000603,Yes
House,1,81,R000614,Yes
House,1,81,R000486,No
House,1,81,R000599,Yes
House,1,81,R000576,No
House,1,81,R000515,Yes
House,1,81,R000609,Yes
House,1,81,R000577,Not Voting
House,1,81,S001177,No
House,1,81,S001204,No
House,1,81,S001156,Not Voting
House,1,81,S001168,No
House,1,81,S001176,Yes
House,1,81,S001205,No
House,1,81,S001145,No
House,1,81,S001150,No
House,1,81,S001190,No
House,1,81,S001180,Yes
House,1,81,S001216,Yes
House,1,81,S001183,Yes
House,1,81,S000185,Yes
House,1,81,S001189,Yes
House,1,81,S001157,No
House,1,81,S000244,Yes
House,1,81,S000248,No
House,1,81,S001185,No
House,1,81,S001206,No
House,1,81,S000344,Yes
House,1,81,S001207,Yes
House,1,81,S000364,Yes
House,1,81,S001148,Yes
House,1,81,S001165,No
House,1,81,S001208,Yes
House,1,81,S001195,Yes
House,1,81,S001172,Yes
House,1,81,S000522,Yes
House,1,81,S000510,No
House,1,81,S001199,Yes
House,1,81,S001200,No
House,1,81,S001209,Yes
House,1,81,S001210,Yes
House,1,81,S001175,No
House,1,81,S001211,No
House,1,81,S001212,Yes
House,1,81,S001196,Yes
House,1,81,S001213,Yes
House,1,81,S001214,Yes
House,1,81,S001215,Yes
House,1,81,S001192,Yes
House,1,81,S001187,Yes
House,1,81,S001201,No
House,1,81,S001193,No
House,1,81,T000472,No
House,1,81,T000479,Yes
House,1,81,T000460,No
House,1,81,T000193,No
House,1,81,T000467,Yes
House,1,81,T000238,Yes
House,1,81,T000480,Yes
House,1,81,T000470,Yes
House,1,81,T000468,No
House,1,81,T000481,No
House,1,81,T000469,No
House,1,81,T000474,No
House,1,81,T000484,Yes
House,1,81,T000482,No
House,1,81,T000483,No
House,1,81,T000463,Yes
House,1,81,U000040,No
House,1,81,U000031,Yes
House,1,81,V000133,Yes
House,1,81,V000130,No
House,1,81,V000131,No
House,1,81,V000132,No
House,1,81,V000081,No
House,1,81,V000108,No
House,1,81,W000812,Yes
House,1,81,W000798,Yes
House,1,81,W000791,Yes
House,1,81,W000819,Yes
House,1,81,W000813,Yes
House,1,81,W000823,Yes
House,1,81,W000797,No
House,1,81,W000187,Yes
House,1,81,W000824,Yes
House,1,81,W000822,No
House,1,81,W000814,Yes
House,1,81,W000806,Yes
House,1,81,W000800,No
House,1,81,W000815,Yes
House,1,81,W000821,Yes
House,1,81,W000825,Yes
House,1,81,W000826,No
House,1,81,W000816,Yes
House,1,81,W000808,No
House,1,81,W000795,Yes
House,1,81,W000804,Yes
House,1,81,W000809,Yes
House,1,81,W000810,Yes
House,1,81,W000827,Yes
House,1,81,Y000062,No
House,1,81,Y000065,Yes
House,1,81,Y000033,Yes
House,1,81,Z000017,Yes
House,1,81,P000197,Speaker
House,1,80,A000374,No
House,1,80,A000370,Yes
House,1,80,A000055,No
House,1,80,A000371,No
House,1,80,A000372,No
House,1,80,A000376,Not Voting
House,1,80,A000367,No
House,1,80,A000369,No
House,1,80,A000377,Yes
House,1,80,A000375,Yes
House,1,80,A000378,Yes
House,1,80,B001291,No
House,1,80,B001298,Yes
House,1,80,B001307,No
House,1,80,B001306,No
House,1,80,B001299,Yes
House,1,80,B001282,Yes
House,1,80,B001300,Yes
House,1,80,B001270,Yes
House,1,80,B001281,Yes
House,1,80,B001287,No
House,1,80,B001301,Yes
House,1,80,B001292,Yes
House,1,80,B001302,Not Voting
House,1,80,B001257,No
House,1,80,B000490,Yes
House,1,80,B001250,No
House,1,80,B000574,Not Voting
House,1,80,B001303,Yes
House,1,80,B001278,Yes
House,1,80,B001295,No
House,1,80,B001296,Yes
House,1,80,B000755,Yes
House,1,80,B001308,No
House,1,80,B001274,No
House,1,80,B001284,No
House,1,80,B001304,Yes
House,1,80,B001285,No
House,1,80,B001260,No
House,1,80,B001297,Yes
House,1,80,B001275,Yes
House,1,80,B001305,Yes
House,1,80,B001309,No
House,1,80,B001248,No
House,1,80,B001286,Yes
House,1,80,B001251,Yes
House,1,80,B001289,No
House,1,80,C000059,No
House,1,80,C001112,Yes
House,1,80,C001097,Yes
House,1,80,C001072,Yes
House,1,80,C001103,No
House,1,80,C001051,No
House,1,80,C001090,Yes
House,1,80,C001055,Yes
House,1,80,C001117,Yes
House,1,80,C001066,Yes
House,1,80,C001091,Yes
House,1,80,C000266,No
House,1,80,C001109,No
House,1,80,C001080,Yes
House,1,80,C001084,No
House,1,80,C001123,No
House,1,80,C001101,Yes
House,1,80,C001067,Yes
House,1,80,C001049,Yes
House,1,80,C001061,Yes
House,1,80,C001118,No
House,1,80,C001115,No
House,1,80,C000537,No
House,1,80,C001068,Yes
House,1,80,C001053,No
House,1,80,C001093,Yes
House,1,80,C001092,No
House,1,80,C001108,No
House,1,80,C001062,No
House,1,80,C001078,No
House,1,80,C001094,No
House,1,80,C000754,Yes
House,1,80,C001110,No
House,1,80,C001059,No
House,1,80,C001069,Yes
House,1,80,C001124,Yes
House,1,80,C001119,No
House,1,80,C001087,No
House,1,80,C001120,No
House,1,80,C001111,No
House,1,80,C001121,No
House,1,80,C001063,Yes
House,1,80,C000984,Yes
House,1,80,C001122,No
House,1,80,C001114,No
House,1,80,D000629,No
House,1,80,D000626,Yes
House,1,80,D000598,Yes
House,1,80,D000096,Yes
House,1,80,D000619,No
House,1,80,D000631,Yes
House,1,80,D000191,Yes
House,1,80,D000197,Yes
House,1,80,D000216,Yes
House,1,80,D000617,Yes
House,1,80,D000630,Yes
House,1,80,D000627,Yes
House,1,80,D000623,Yes
House,1,80,D000616,No
House,1,80,D000610,Yes
House,1,80,D000600,No
House,1,80,D000624,Not Voting
House,1,80,D000399,Yes
House,1,80,D000482,Yes
House,1,80,D000614,No
House,1,80,D000615,No
House,1,80,D000628,No
House,1,80,E000294,No
House,1,80,E000179,Yes
House,1,80,E000299,Yes
House,1,80,E000215,Yes
House,1,80,E000297,Yes
House,1,80,E000298,No
House,1,80,E000296,Yes
House,1,80,F000465,No
House,1,80,F000467,Yes
House,1,80,F000466,No
House,1,80,F000459,Yes
House,1,80,F000468,Yes
House,1,80,F000461,No
House,1,80,F000449,Yes
House,1,80,F000454,Yes
House,1,80,F000450,No
House,1,80,F000462,Yes
House,1,80,F000455,No
House,1,80,F000469,No
House,1,80,G000571,Yes
House,1,80,G000578,No
House,1,80,G000579,No
House,1,80,G000574,Yes
House,1,80,G000559,Yes
House,1,80,G000586,Yes
House,1,80,G000587,Yes
House,1,80,G000584,No
House,1,80,G000563,No
House,1,80,G000552,Not Voting
House,1,80,G000592,No
House,1,80,G000585,Yes
House,1,80,G000588,No
House,1,80,G000581,Yes
House,1,80,G000589,No
House,1,80,G000565,No
House,1,80,G000583,No
House,1,80,G000377,Yes
House,1,80,G000560,No
House,1,80,G000577,No
House,1,80,G000546,No
House,1,80,G000590,No
House,1,80,G000553,Yes
House,1,80,G000568,No
House,1,80,G000551,Yes
House,1,80,G000576,Yes
House,1,80,G000591,No
House,1,80,G000558,No
House,1,80,H001080,Yes
House,1,80,H001088,No
House,1,80,H001090,No
House,1,80,H001052,No
House,1,80,H001053,No
House,1,80,H000324,Yes
House,1,80,H001081,Yes
House,1,80,H001064,Yes
House,1,80,H001082,No
House,1,80,H001056,No
House,1,80,H001071,No
House,1,80,H001077,Yes
House,1,80,H001038,Yes
House,1,80,H001072,No
House,1,80,H001087,Yes
House,1,80,H001047,No
House,1,80,H001065,No
House,1,80,H001074,Yes
House,1,80,H001083,Yes
House,1,80,H001066,Yes
House,1,80,H001085,Yes
House,1,80,H000874,Yes
House,1,80,H001067,No
House,1,80,H001068,Yes
House,1,80,H001058,No
House,1,80,H001048,No
House,1,80,H001073,Not Voting
House,1,80,J000032,Yes
House,1,80,J000298,Yes
House,1,80,J000294,Yes
House,1,80,J000288,Yes
House,1,80,J000299,No
House,1,80,J000292,No
House,1,80,J000301,No
House,1,80,J000126,Yes
House,1,80,J000289,No
House,1,80,J000295,No
House,1,80,J000302,No
House,1,80,K000009,Yes
House,1,80,K000386,Yes
House,1,80,K000375,Not Voting
House,1,80,K000385,Yes
House,1,80,K000388,No
House,1,80,K000376,No
House,1,80,K000379,Yes
House,1,80,K000389,Yes
House,1,80,K000380,Yes
House,1,80,K000381,No
House,1,80,K000394,No
House,1,80,K000188,No
House,1,80,K000362,Yes
House,1,80,K000210,No
House,1,80,K000378,Not Voting
House,1,80,K000368,No
House,1,80,K000391,No
House,1,80,K000382,Yes
House,1,80,K000392,No
House,1,80,L000585,No
House,1,80,L000578,No
House,1,80,L000588,Yes
House,1,80,L000564,No
House,1,80,L000559,Yes
House,1,80,L000560,Yes
House,1,80,L000557,Yes
House,1,80,L000566,No
House,1,80,L000581,Yes
House,1,80,L000586,No
House,1,80,L000551,Yes
House,1,80,L000590,Yes
House,1,80,L000589,No
House,1,80,L000593,Yes
House,1,80,L000592,Yes
House,1,80,L000287,Yes
House,1,80,L000582,Yes
House,1,80,L000563,Yes
