GAME_ID,TEAM_NAME,FG_PCT,WON,TEAM_NAME_OPP,FG_PCT_OPP,FG_PCT_DIFF
21700195,New Orleans Pelicans,0.547,1,Atlanta Hawks,0.46,0.08700000000000002
21700196,Los Angeles Lakers,0.424,1,Phoenix Suns,0.389,0.034999999999999976
21700197,Utah Jazz,0.44,0,Minnesota Timberwolves,0.521,-0.08100000000000002
21700198,Denver Nuggets,0.35700000000000004,0,Portland Trail Blazers,0.521,-0.16399999999999998
21700199,Orlando Magic,0.42,0,Golden State Warriors,0.5,-0.08000000000000002
21700200,LA Clippers,0.439,0,Philadelphia 76ers,0.494,-0.05499999999999999
21700201,Boston Celtics,0.45299999999999996,1,Brooklyn Nets,0.44299999999999995,0.010000000000000009
21700202,Houston Rockets,0.418,0,Toronto Raptors,0.526,-0.10800000000000004
21700203,Dallas Mavericks,0.40700000000000003,0,San Antonio Spurs,0.44299999999999995,-0.03599999999999992
21700204,Atlanta Hawks,0.633,1,Sacramento Kings,0.35200000000000004,0.28099999999999997
21700205,Miami Heat,0.41,0,Washington Wizards,0.41,0.0
21700206,Utah Jazz,0.43,0,New York Knicks,0.469,-0.03899999999999998
21700207,Cleveland Cavaliers,0.442,1,Charlotte Hornets,0.47700000000000004,-0.03500000000000003
21700208,Indiana Pacers,0.506,1,Memphis Grizzlies,0.512,-0.006000000000000005
21700209,Detroit Pistons,0.353,0,Milwaukee Bucks,0.48700000000000004,-0.13400000000000006
21700210,Minnesota Timberwolves,0.44799999999999995,1,San Antonio Spurs,0.418,0.02999999999999997
21700211,Toronto Raptors,0.5920000000000001,1,New Orleans Pelicans,0.505,0.08700000000000008
21700212,Oklahoma City Thunder,0.361,1,Chicago Bulls,0.34700000000000003,0.013999999999999957
21700213,Orlando Magic,0.46799999999999997,0,Portland Trail Blazers,0.43700000000000006,0.030999999999999917
21700214,Philadelphia 76ers,0.488,1,Los Angeles Lakers,0.385,0.10299999999999998
21700215,Boston Celtics,0.32899999999999996,1,Golden State Warriors,0.402,-0.07300000000000006
21700216,Phoenix Suns,0.452,0,Houston Rockets,0.478,-0.025999999999999968
21700217,Indiana Pacers,0.43799999999999994,1,Detroit Pistons,0.419,0.01899999999999996
21700218,Miami Heat,0.41,1,Washington Wizards,0.381,0.02899999999999997
21700219,Utah Jazz,0.494,0,Brooklyn Nets,0.512,-0.018000000000000016
21700220,LA Clippers,0.447,0,Cleveland Cavaliers,0.467,-0.020000000000000018
21700221,New York Knicks,0.33,0,Toronto Raptors,0.564,-0.23399999999999993
21700222,Chicago Bulls,0.516,1,Charlotte Hornets,0.519,-0.0030000000000000027
21700223,Oklahoma City Thunder,0.43799999999999994,0,San Antonio Spurs,0.442,-0.004000000000000059
21700224,Minnesota Timberwolves,0.46399999999999997,1,Dallas Mavericks,0.37200000000000005,0.09199999999999992
21700225,Portland Trail Blazers,0.37,0,Sacramento Kings,0.424,-0.05399999999999999
21700226,New Orleans Pelicans,0.527,0,Denver Nuggets,0.629,-0.10199999999999998
21700227,Phoenix Suns,0.466,1,Los Angeles Lakers,0.495,-0.02899999999999997
21700228,LA Clippers,0.39799999999999996,0,Charlotte Hornets,0.391,0.006999999999999951
21700229,Utah Jazz,0.48,1,Orlando Magic,0.38299999999999995,0.09700000000000003
21700230,Atlanta Hawks,0.474,0,Boston Celtics,0.47600000000000003,-0.0020000000000000573
21700231,Philadelphia 76ers,0.485,0,Golden State Warriors,0.5489999999999999,-0.06399999999999995
21700232,Houston Rockets,0.449,1,Memphis Grizzlies,0.36,0.08900000000000002
21700233,Dallas Mavericks,0.48100000000000004,1,Milwaukee Bucks,0.37799999999999995,0.10300000000000009
21700234,Portland Trail Blazers,0.5429999999999999,1,Sacramento Kings,0.382,0.16099999999999992
21700235,Miami Heat,0.42200000000000004,0,Indiana Pacers,0.6,-0.17799999999999994
21700236,Brooklyn Nets,0.358,0,Golden State Warriors,0.511,-0.15300000000000002
21700237,Toronto Raptors,0.444,1,Washington Wizards,0.42,0.02400000000000002
21700238,Minnesota Timberwolves,0.513,0,Detroit Pistons,0.47,0.04300000000000004
21700239,Chicago Bulls,0.41600000000000004,0,Phoenix Suns,0.506,-0.08999999999999997
21700240,Los Angeles Lakers,0.53,1,Denver Nuggets,0.429,0.10100000000000003
21700241,Minnesota Timberwolves,0.41100000000000003,0,Charlotte Hornets,0.494,-0.08299999999999996
21700242,Detroit Pistons,0.442,0,Cleveland Cavaliers,0.525,-0.08300000000000002
21700243,Orlando Magic,0.41700000000000004,0,Indiana Pacers,0.41600000000000004,0.0010000000000000009
21700244,Philadelphia 76ers,0.518,1,Utah Jazz,0.353,0.16500000000000004
21700245,LA Clippers,0.375,0,New York Knicks,0.43200000000000005,-0.05700000000000005
21700246,Memphis Grizzlies,0.384,0,Portland Trail Blazers,0.39799999999999996,-0.013999999999999957
21700247,Washington Wizards,0.527,1,Milwaukee Bucks,0.44299999999999995,0.08400000000000007
21700248,Oklahoma City Thunder,0.42700000000000005,0,New Orleans Pelicans,0.513,-0.08599999999999997
21700249,Dallas Mavericks,0.406,0,Boston Celtics,0.452,-0.045999999999999985
21700250,Atlanta Hawks,0.435,0,San Antonio Spurs,0.449,-0.014000000000000012
21700251,Sacramento Kings,0.47700000000000004,0,Denver Nuggets,0.488,-0.010999999999999954
21700252,Los Angeles Lakers,0.4,1,Chicago Bulls,0.38299999999999995,0.01700000000000007
21700253,Washington Wizards,0.485,0,Charlotte Hornets,0.473,0.01200000000000001
21700254,Brooklyn Nets,0.519,0,Cleveland Cavaliers,0.524,-0.0050000000000000044
21700255,Philadelphia 76ers,0.433,1,Portland Trail Blazers,0.337,0.09599999999999997
21700256,Atlanta Hawks,0.48200000000000004,0,LA Clippers,0.579,-0.09699999999999992
21700257,Miami Heat,0.494,1,Boston Celtics,0.41700000000000004,0.07699999999999996
21700258,New York Knicks,0.462,1,Toronto Raptors,0.425,0.03700000000000003
21700259,Houston Rockets,0.5489999999999999,1,Denver Nuggets,0.402,0.1469999999999999
21700260,Memphis Grizzlies,0.457,0,Dallas Mavericks,0.429,0.028000000000000025
21700261,Orlando Magic,0.505,0,Minnesota Timberwolves,0.46,0.044999999999999984
21700262,San Antonio Spurs,0.39799999999999996,0,New Orleans Pelicans,0.48100000000000004,-0.08300000000000007
21700263,Golden State Warriors,0.413,0,Oklahoma City Thunder,0.456,-0.04300000000000004
21700264,Phoenix Suns,0.39799999999999996,0,Milwaukee Bucks,0.433,-0.03500000000000003
21700265,Chicago Bulls,0.37200000000000005,0,Utah Jazz,0.465,-0.09299999999999997
21700266,Los Angeles Lakers,0.5,0,Sacramento Kings,0.5529999999999999,-0.052999999999999936
21700267,Portland Trail Blazers,0.5,1,Brooklyn Nets,0.5,0.0
21700268,Atlanta Hawks,0.475,1,New York Knicks,0.513,-0.038000000000000034
21700269,Boston Celtics,0.462,1,Orlando Magic,0.43200000000000005,0.02999999999999997
21700270,Cleveland Cavaliers,0.45799999999999996,1,Charlotte Hornets,0.38299999999999995,0.07500000000000001
21700271,Indiana Pacers,0.45799999999999996,1,Toronto Raptors,0.494,-0.03600000000000003
21700272,Miami Heat,0.475,1,Minnesota Timberwolves,0.44,0.034999999999999976
21700273,Oklahoma City Thunder,0.429,0,Detroit Pistons,0.46399999999999997,-0.034999999999999976
21700274,Denver Nuggets,0.506,1,Memphis Grizzlies,0.493,0.013000000000000012
21700275,Phoenix Suns,0.39399999999999996,0,New Orleans Pelicans,0.495,-0.10100000000000003
21700276,Golden State Warriors,0.5820000000000001,1,Chicago Bulls,0.354,0.2280000000000001
21700277,Charlotte Hornets,0.369,0,San Antonio Spurs,0.48100000000000004,-0.11200000000000004
21700278,Orlando Magic,0.45299999999999996,0,Philadelphia 76ers,0.505,-0.052000000000000046
21700279,Portland Trail Blazers,0.513,1,Washington Wizards,0.461,0.05199999999999999
21700280,Toronto Raptors,0.5479999999999999,1,Atlanta Hawks,0.34700000000000003,0.2009999999999999
21700281,Indiana Pacers,0.48700000000000004,0,Boston Celtics,0.563,-0.0759999999999999
21700282,Houston Rockets,0.436,1,New York Knicks,0.494,-0.057999999999999996
21700283,Dallas Mavericks,0.493,1,Oklahoma City Thunder,0.363,0.13
21700284,Golden State Warriors,0.415,1,New Orleans Pelicans,0.405,0.009999999999999953
21700285,Utah Jazz,0.568,1,Milwaukee Bucks,0.532,0.03599999999999992
21700286,LA Clippers,0.475,1,Sacramento Kings,0.45799999999999996,0.017000000000000015
21700287,Chicago Bulls,0.371,0,Miami Heat,0.45299999999999996,-0.08199999999999996
21700288,Phoenix Suns,0.506,0,Minnesota Timberwolves,0.527,-0.02100000000000002
21700289,Brooklyn Nets,0.446,1,Memphis Grizzlies,0.4,0.045999999999999985
21700290,Orlando Magic,0.435,0,Indiana Pacers,0.532,-0.09700000000000003
21700291,Philadelphia 76ers,0.375,0,Cleveland Cavaliers,0.47700000000000004,-0.10200000000000004
21700292,Detroit Pistons,0.518,1,Boston Celtics,0.519,-0.0010000000000000009
21700293,New York Knicks,0.39799999999999996,0,Portland Trail Blazers,0.446,-0.04800000000000004
21700294,Brooklyn Nets,0.465,0,Houston Rockets,0.488,-0.022999999999999965
21700295,Dallas Mavericks,0.48200000000000004,0,San Antonio Spurs,0.524,-0.04199999999999998
21700296,Sacramento Kings,0.532,1,Golden State Warriors,0.5,0.03200000000000003
21700297,LA Clippers,0.48200000000000004,1,Los Angeles Lakers,0.484,-0.0019999999999999463
21700298,Miami Heat,0.44,0,Cleveland Cavaliers,0.494,-0.05399999999999999
21700299,Chicago Bulls,0.40399999999999997,0,Phoenix Suns,0.43700000000000006,-0.033000000000000085
21700300,Minnesota Timberwolves,0.41200000000000003,0,Washington Wizards,0.434,-0.021999999999999964
21700301,Denver Nuggets,0.359,0,Utah Jazz,0.483,-0.124
